,OBJECTID,INF_NOME,FREGUESIA,GlobalID,Type,longitude,latitude
77,79,Biblioteca do Instituto Bacteriológico Câmara Pestana,Arroios,14a81c48-7583-4700-b339-5a8364889026,,38.7198883242062,-9.13971342605142
78,80,Biblioteca da Associação Protecção aos Diabéticos de Portugal,Santo António,10640e2d-bf2a-4aa9-8ff4-f860535a64b2,,38.7199131869703,-9.1508333987576
79,81,Hemeroteca do Instituto Italiano Cultura em Portugal,Santo António,fb9f88b8-f9f4-419f-a646-bd200dc9c086,,38.7199433817592,-9.15253555994636
80,82,Centro Documentação da União Europeia,Santo António,a51984ac-21d8-4e79-bdd2-dd5319556309,,38.7202466605082,-9.14687038800054
81,83,Biblioteca São Lázaro,Arroios,61a077ac-5a23-415b-a614-13c7a2c300d1,,38.7203550308114,-9.13810453342737
82,84,Biblioteca e Arquivo Fotográfico da Cinemateca Portuguesa - Museu do Cinema,Santo António,96f93524-859c-4c8a-bf45-8cd68d370933,,38.7208862083019,-9.14874302327017
83,85,Biblioteca do Goethe Institut,Arroios,621452b4-cd45-46c6-80a7-a8b22256efab,,38.7211358626321,-9.14072067903828
84,86,Biblioteca do Instituto da Vinha e do Vinho,Santo António,9fc724ed-9d74-4243-bf49-4cc24900d1a1,,38.7220552741644,-9.15000143906712
85,87,Biblioteca do Instituto Superior de Serviço Social de Lisboa,Arroios,c0570128-6299-4849-82b6-9bb1562a661f,,38.7221829067283,-9.13873443490877
86,88,Biblioteca da APOTEC - Associação Portuguesa de Técnicos de Contas,Santo António,727c21d9-78ae-4f2e-8ba2-837b0eb2b8f3,,38.7222911351876,-9.14585728279215
87,89,Biblioteca Sociedade Língua Portuguesa,Santo António,75708403-dc43-45db-8c17-f17fa95037d2,,38.7228052779942,-9.15063662332233
88,90,Biblioteca Gonzalo Torrente Ballester - Instituto Cervantes,Santo António,44ca34f6-6f93-417a-8aa2-9dfc43995269,,38.7238107195212,-9.14597877161908
